customerID,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ServiceID
5047-LHVLY,No,DSL,No,No,Yes,No,No,No,S8715
1442-OKRJE,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S8716
4737-AQCPU,Yes,DSL,Yes,Yes,Yes,Yes,No,No,S8717
9158-VCTQB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S8718
2808-CHTDM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8719
6311-UEUME,No,Fiber optic,No,No,No,No,Yes,No,S8720
0793-TWELN,Yes,Fiber optic,Yes,No,No,No,No,No,S8721
3283-WCWXT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8722
1060-ENTOF,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,S8723
0999-QXNSA,No,DSL,No,No,No,No,No,No,S8724
5451-MHQOF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8725
4836-WNFNO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8726
9225-BZLNZ,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,S8727
0354-VXMJC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8728
4422-QVIJA,Yes,DSL,No,No,No,No,No,No,S8729
9365-SRSZE,No,Fiber optic,No,No,No,No,No,No,S8730
6839-ITVZJ,Yes,DSL,No,Yes,No,Yes,No,No,S8731
8332-OSJDW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8732
4735-BJKOU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8733
0274-JKUJR,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,S8734
5740-YHGTW,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,S8735
8917-SZTTJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8736
1696-MZVAU,No phone service,DSL,No,No,No,No,No,No,S8737
7359-WWYJV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S8738
0375-HVGXO,No phone service,DSL,No,No,No,No,Yes,No,S8739
4906-ZHGPK,Yes,DSL,No,Yes,No,Yes,Yes,No,S8740
8593-WHYHV,Yes,Fiber optic,No,No,No,No,No,Yes,S8741
3795-GWTRD,No,DSL,Yes,Yes,Yes,Yes,Yes,No,S8742
1298-PHBTI,Yes,Fiber optic,No,Yes,No,Yes,No,No,S8743
6223-DHJGV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8744
6961-MJKBO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8745
6097-EQISJ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S8746
4423-YLHDV,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,S8747
8158-WPEZG,No phone service,DSL,No,Yes,No,Yes,No,No,S8748
0107-YHINA,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S8749
4918-FYJNT,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,S8750
0727-BNRLG,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,S8751
4854-CIDCF,No,Fiber optic,No,No,Yes,No,No,No,S8752
8640-SDGKB,No,DSL,No,No,Yes,Yes,Yes,Yes,S8753
3280-MRDOF,Yes,DSL,No,No,Yes,Yes,Yes,No,S8754
6435-SRWBJ,Yes,Fiber optic,No,No,Yes,Yes,No,No,S8755
9964-WBQDJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8756
6303-KFWSL,Yes,DSL,No,Yes,No,No,No,No,S8757
1702-CCFNJ,Yes,DSL,No,Yes,No,Yes,No,No,S8758
8932-CZHRQ,Yes,DSL,Yes,Yes,Yes,No,No,Yes,S8759
0386-CWRGM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8760
5515-RUGKN,No,DSL,No,No,No,No,No,Yes,S8761
0404-AHASP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8762
7279-NMVJC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8763
2081-VEYEH,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S8764
6407-UTSLV,No,Fiber optic,No,Yes,No,No,Yes,No,S8765
4116-TZAQJ,No,Fiber optic,Yes,No,No,No,No,No,S8766
9060-HJJRW,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,S8767
2587-YNLES,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8768
7398-SKNQZ,Yes,Fiber optic,No,No,No,No,Yes,Yes,S8769
5935-FCCNB,Yes,Fiber optic,No,No,No,No,Yes,Yes,S8770
1958-RNRKS,Yes,DSL,No,No,No,No,No,No,S8771
5136-RGMZO,Yes,DSL,No,Yes,No,Yes,Yes,No,S8772
8345-MVDYC,No,DSL,Yes,No,Yes,Yes,Yes,Yes,S8773
8226-BXGES,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,S8774
3877-JRJIP,Yes,DSL,No,No,No,No,Yes,No,S8775
8375-DKEBR,No,Fiber optic,No,No,No,No,No,No,S8776
9705-IOVQQ,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S8777
1015-OWJKI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8778
7511-YMXVQ,No phone service,DSL,No,No,No,No,Yes,Yes,S8779
2040-XBAVJ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S8780
7551-JOHTI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8781
8887-IPQNC,No,DSL,No,No,No,No,No,No,S8782
8646-JCOMS,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,S8783
9804-ICWBG,No,Fiber optic,No,No,No,No,No,No,S8784
1222-KJNZD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8785
0106-GHRQR,Yes,DSL,No,Yes,Yes,No,No,Yes,S8786
5318-IXUZF,No,Fiber optic,No,Yes,No,No,Yes,No,S8787
3768-VHXQO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8788
8952-WCVCD,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S8789
2418-TPEUN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8790
3963-RYFNS,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S8791
3198-VELRD,Yes,Fiber optic,No,No,No,No,No,Yes,S8792
8540-ZQGEA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8793
1320-REHCS,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S8794
4137-JOPHL,No,Fiber optic,No,No,Yes,Yes,No,Yes,S8795
9436-ZBZCT,Yes,Fiber optic,No,No,No,Yes,Yes,No,S8796
7801-CEDNV,No,DSL,Yes,No,No,No,No,No,S8797
2057-BOYKM,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,S8798
3658-QQJYD,No,DSL,Yes,Yes,No,No,Yes,Yes,S8799
1803-BGNBD,No,DSL,No,Yes,No,Yes,No,No,S8800
0134-XWXCE,No,DSL,No,No,Yes,Yes,Yes,Yes,S8801
6950-TWMYB,No,Fiber optic,No,Yes,No,Yes,No,No,S8802
5848-FHRFC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8803
2243-FNMMI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8804
2511-MORQY,Yes,DSL,No,No,Yes,No,No,No,S8805
5356-KZCKT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8806
9470-XCCEM,Yes,Fiber optic,No,Yes,No,No,Yes,No,S8807
6519-CFDBX,No,DSL,No,No,No,No,No,No,S8808
3902-MIVLE,Yes,DSL,Yes,No,Yes,Yes,No,Yes,S8809
0409-WTMPL,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S8810
8763-KIAFH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8811
3669-WHAFY,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S8812
3055-VTCGS,No,DSL,No,No,Yes,No,No,Yes,S8813
3144-KMTWZ,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,S8814
7279-BUYWN,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S8815
7156-MHUGY,No,Fiber optic,No,No,No,No,Yes,Yes,S8816
7198-GLXTC,No,Fiber optic,No,No,No,No,Yes,No,S8817
2007-QVGAW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8818
5207-PLSTK,No,DSL,Yes,No,No,No,No,No,S8819
2307-FYNNL,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S8820
5605-XNWEN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8821
2155-AMQRX,Yes,DSL,No,No,No,Yes,No,No,S8822
6181-AXXYF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8823
5091-HFAZW,No,Fiber optic,Yes,Yes,No,No,Yes,No,S8824
0516-VRYBW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8825
2519-LBNQL,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S8826
8623-ULFNQ,Yes,DSL,No,No,No,Yes,No,Yes,S8827
8380-PEFPE,No,Fiber optic,No,No,No,No,No,No,S8828
5687-DKDTV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8829
1568-LJSZU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S8830
7530-HDYDS,No,Fiber optic,No,Yes,Yes,Yes,No,No,S8831
7789-HKSBS,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,S8832
7416-CKTEP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8833
2586-CWXVV,No phone service,DSL,No,Yes,No,No,No,No,S8834
3096-IZETN,No,Fiber optic,No,No,No,No,No,Yes,S8835
2348-KCJLT,No,DSL,Yes,Yes,Yes,No,No,No,S8836
8401-EMUWF,Yes,DSL,Yes,Yes,No,No,Yes,No,S8837
4193-IBKSW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8838
5377-NDTOU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S8839
5922-ABDVO,Yes,Fiber optic,No,No,Yes,No,No,Yes,S8840
2474-LCNUE,Yes,DSL,No,No,No,Yes,Yes,Yes,S8841
0839-QNXME,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8842
3506-OVLKD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8843
9172-ANCRX,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,S8844
6650-VJONK,No,DSL,No,No,No,No,No,No,S8845
2178-PMGCJ,No,Fiber optic,No,No,No,No,No,No,S8846
7492-TAFJD,No phone service,DSL,Yes,Yes,Yes,No,No,No,S8847
2773-MADBQ,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,S8848
6016-LVTJQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8849
7860-KSUGX,Yes,DSL,Yes,Yes,Yes,No,No,No,S8850
8966-KZXXA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8851
6910-HADCM,No,Fiber optic,No,No,Yes,No,No,No,S8852
4816-LXZYW,Yes,Fiber optic,No,Yes,No,No,No,No,S8853
9606-PBKBQ,Yes,Fiber optic,No,No,No,No,No,Yes,S8854
5149-QYTTU,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,S8855
2070-XYMFH,Yes,Fiber optic,No,No,Yes,No,No,No,S8856
2085-BOJKI,No,Fiber optic,No,No,Yes,No,Yes,Yes,S8857
0817-HSUSE,No,DSL,No,No,Yes,Yes,Yes,Yes,S8858
5442-PPTJY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8859
1927-QEWMY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8860
1663-MHLHE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8861
5663-QBGIS,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S8862
4450-MDZFX,Yes,Fiber optic,No,No,No,No,No,No,S8863
6701-DHKWQ,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,S8864
7554-AKDQF,No,DSL,No,No,No,No,No,No,S8865
3536-IQCTX,Yes,Fiber optic,No,No,No,No,No,Yes,S8866
4911-BANWH,Yes,Fiber optic,No,No,No,No,Yes,No,S8867
8496-EJAUI,No,Fiber optic,No,Yes,No,No,No,No,S8868
0794-YVSGE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8869
5423-BHIXO,Yes,DSL,No,Yes,No,No,No,No,S8870
6908-VVYHM,Yes,Fiber optic,No,Yes,No,No,No,Yes,S8871
2959-EEXWB,No phone service,DSL,Yes,No,No,No,Yes,Yes,S8872
1839-UMACK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8873
3030-YDNRM,Yes,Fiber optic,No,No,No,No,No,No,S8874
7321-KKSDU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8875
3402-XRIUO,Yes,DSL,Yes,Yes,No,Yes,No,No,S8876
3132-TVFDZ,No phone service,DSL,No,No,No,No,Yes,Yes,S8877
8286-AFUYI,No,DSL,Yes,No,No,No,No,No,S8878
8080-DDEMJ,No,DSL,No,No,No,No,No,No,S8879
8356-WUAOJ,No,DSL,No,No,No,No,No,No,S8880
6365-MTGZX,No,Fiber optic,No,No,No,Yes,Yes,Yes,S8881
1349-WXNGG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8882
8058-DMYRU,Yes,Fiber optic,No,Yes,No,No,No,Yes,S8883
9350-ZXYJC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8884
6990-YNRIO,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S8885
8958-JPTRR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8886
6959-GQEGV,No,DSL,Yes,No,Yes,No,Yes,Yes,S8887
3173-WSSUE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8888
1265-HVPZB,No,DSL,Yes,Yes,Yes,No,Yes,No,S8889
4115-UMJFQ,No phone service,DSL,No,Yes,Yes,No,No,No,S8890
7369-TRPFD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8891
1098-KFQEC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8892
7190-XHTWJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8893
0621-TWIEM,No,DSL,No,No,No,No,No,No,S8894
3537-RYBHH,Yes,DSL,Yes,Yes,Yes,No,No,No,S8895
2485-ITVKB,No phone service,DSL,No,No,No,No,No,Yes,S8896
3669-OYSJI,No,DSL,No,No,No,No,No,No,S8897
1612-EOHDH,No,DSL,No,No,No,No,No,No,S8898
6702-OHFWR,No phone service,DSL,No,Yes,Yes,No,No,Yes,S8899
5296-BFCYD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8900
4510-PYUSH,No,DSL,Yes,Yes,No,No,No,No,S8901
9359-JANWS,No,DSL,Yes,No,Yes,Yes,No,No,S8902
7517-SAWMO,No,Fiber optic,Yes,No,No,No,No,No,S8903
4143-HHPMK,No,Fiber optic,No,Yes,No,No,No,Yes,S8904
3279-DYZQM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8905
7054-LGEQW,No,DSL,No,No,No,No,No,No,S8906
0523-VNGTF,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,S8907
9575-IWCAZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8908
7105-MXJLL,No,DSL,No,No,Yes,No,No,Yes,S8909
7064-FRRSW,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S8910
7940-UQQUG,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,S8911
0923-PNFUB,No,Fiber optic,No,Yes,No,No,Yes,No,S8912
3961-SXAXY,No,DSL,No,No,No,No,No,No,S8913
7010-BRBUU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8914
3566-HJGPK,No,DSL,No,No,No,No,No,No,S8915
3062-ICYZQ,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,S8916
9938-PRCVK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8917
0973-KYVNF,No,DSL,Yes,Yes,Yes,No,Yes,No,S8918
5129-HHMZC,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,S8919
9637-CDTKZ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S8920
3946-JEWRQ,Yes,Fiber optic,No,No,No,No,Yes,Yes,S8921
7873-CVMAW,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S8922
0463-WZZKO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8923
3494-JCHRQ,No,Fiber optic,No,No,No,No,No,No,S8924
6474-FVJLC,Yes,Fiber optic,No,No,No,No,No,Yes,S8925
4524-QCSSM,No phone service,DSL,Yes,Yes,No,No,No,Yes,S8926
5832-EXGTT,No,DSL,Yes,No,No,No,No,Yes,S8927
8840-DQLGN,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,S8928
2039-JONDJ,No,DSL,Yes,Yes,No,No,No,No,S8929
7217-JYHOQ,No,DSL,Yes,Yes,No,Yes,No,Yes,S8930
6695-FRVEC,No,DSL,Yes,No,Yes,Yes,No,No,S8931
4547-LYTDD,Yes,Fiber optic,No,No,No,No,No,No,S8932
9894-QMIMJ,No,DSL,No,Yes,Yes,No,No,No,S8933
8069-YQQAJ,No phone service,DSL,No,Yes,No,No,No,No,S8934
6770-XUAGN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8935
4193-ORFCL,No,DSL,No,No,No,No,No,No,S8936
1636-NTNCO,No phone service,DSL,No,Yes,No,No,Yes,Yes,S8937
3466-WAESX,Yes,DSL,Yes,Yes,No,No,No,Yes,S8938
9281-PKKZE,No phone service,DSL,No,No,No,No,Yes,Yes,S8939
3638-VBZTA,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,S8940
7459-IMVYU,Yes,DSL,Yes,Yes,Yes,Yes,No,No,S8941
7776-QWNFX,No,DSL,No,Yes,No,No,No,No,S8942
6689-TCZHQ,No,Fiber optic,No,No,No,No,No,Yes,S8943
8563-OYMQY,No,Fiber optic,No,Yes,Yes,No,No,Yes,S8944
0754-EEBDC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8945
5777-ZPQNC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8946
1951-IEYXM,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S8947
3318-NMQXL,No,Fiber optic,No,No,No,No,Yes,Yes,S8948
3143-ILDAL,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,S8949
1022-RKXDR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8950
2361-FJWNO,No phone service,DSL,No,Yes,No,Yes,No,No,S8951
2272-UOINI,No,DSL,Yes,Yes,No,Yes,Yes,Yes,S8952
8232-UTFOZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8953
3750-YHRYO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8954
6637-KYRCV,No phone service,DSL,No,Yes,No,No,No,No,S8955
5668-MEISB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,S8956
0129-QMPDR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8957
7188-CBBBA,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,S8958
5356-CSVSQ,Yes,DSL,No,No,No,Yes,Yes,No,S8959
3221-CJMSG,No,DSL,No,No,No,Yes,No,No,S8960
4720-VSTSI,Yes,Fiber optic,No,Yes,Yes,No,No,No,S8961
3219-JQRSL,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S8962
2801-NISEI,No,DSL,Yes,No,No,Yes,No,No,S8963
3946-MHCZW,No,DSL,No,No,Yes,No,No,No,S8964
4623-ZKHLY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8965
6732-VAILE,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,S8966
8201-AAXCB,Yes,DSL,No,No,No,No,Yes,No,S8967
7696-CFTAT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8968
1845-CSBRZ,Yes,Fiber optic,No,No,No,No,Yes,No,S8969
2123-VSCOT,Yes,DSL,No,No,Yes,Yes,Yes,No,S8970
6651-AZVTJ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S8971
4566-GOLUK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S8972
2484-DGXPZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8973
2018-QKYGT,No,Fiber optic,No,No,No,No,No,Yes,S8974
2792-VPPET,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8975
7409-JURKQ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S8976
3247-MHJKM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8977
1964-SVLEA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8978
4587-NUKOX,No,Fiber optic,Yes,Yes,No,No,No,No,S8979
7297-DVYGA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8980
2239-CGBUZ,No,DSL,Yes,Yes,No,Yes,No,No,S8981
0854-UYHZD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8982
7243-LCGGZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8983
8267-KFGYD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8984
4890-VMUAV,Yes,DSL,Yes,Yes,Yes,Yes,No,No,S8985
9261-WDCAF,No,DSL,No,No,No,No,No,Yes,S8986
3764-MNMOI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8987
7442-YGZFK,Yes,DSL,No,No,No,No,No,No,S8988
0420-BWTPW,No phone service,DSL,No,No,No,No,No,No,S8989
8229-BUJHX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S8990
7449-HVPIV,Yes,Fiber optic,No,No,Yes,No,Yes,No,S8991
5504-WSIUR,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,S8992
8183-ONMXC,No,Fiber optic,No,No,No,No,No,Yes,S8993
8466-PZBLH,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,S8994
9614-RMGHA,Yes,Fiber optic,No,Yes,No,No,Yes,No,S8995
8735-IJJEG,No,DSL,No,No,Yes,No,No,No,S8996
0564-MUUQK,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,S8997
5054-IEXZT,No,Fiber optic,No,Yes,No,No,No,No,S8998
5834-ASPWA,Yes,Fiber optic,No,No,No,No,No,No,S8999
0701-RFGFI,Yes,Fiber optic,No,No,No,No,Yes,Yes,S9000
0019-EFAEP,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,S9001
5619-PTMIK,Yes,DSL,Yes,No,No,No,No,No,S9002
3737-XBQDD,Yes,Fiber optic,No,Yes,Yes,No,No,No,S9003
5882-CMAZQ,No phone service,DSL,No,Yes,No,Yes,No,No,S9004
5846-QFDFI,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,S9005
4445-KWOKW,Yes,DSL,Yes,Yes,No,No,No,No,S9006
3511-APPBJ,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,S9007
7967-HYCDE,No,Fiber optic,No,No,No,No,No,No,S9008
2430-RRYUW,No,DSL,Yes,Yes,No,No,No,No,S9009
3948-XHGNA,No,DSL,Yes,No,No,No,No,No,S9010
3723-BFBGR,Yes,DSL,No,Yes,No,No,No,No,S9011
0565-IYCGT,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,S9012
5447-WZAFP,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,S9013
5110-CHOPY,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,S9014
5445-UTODQ,No,Fiber optic,No,No,No,No,Yes,No,S9015
4425-OWHWB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9016
7892-QVYKW,Yes,Fiber optic,No,No,No,No,No,Yes,S9017
9675-ICXCT,No,DSL,Yes,No,Yes,Yes,Yes,Yes,S9018
1024-VRZHF,Yes,Fiber optic,No,No,No,No,No,No,S9019
4703-MQYKT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9020
9497-QCMMS,Yes,Fiber optic,No,No,No,No,Yes,Yes,S9021
5692-ICXLW,Yes,Fiber optic,No,Yes,No,No,Yes,No,S9022
0602-DDUML,No,DSL,No,Yes,Yes,Yes,Yes,No,S9023
2208-MPXIO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9024
1960-UYCNN,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,S9025
0348-SDKOL,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S9026
3190-FZATL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9027
7336-RLLRH,Yes,DSL,Yes,No,No,Yes,Yes,Yes,S9028
4373-MAVJG,Yes,Fiber optic,No,Yes,No,No,No,Yes,S9029
8901-HJXTF,No phone service,DSL,No,Yes,No,No,No,No,S9030
7710-JSYOA,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,S9031
5419-KLXBN,No,Fiber optic,No,Yes,Yes,No,Yes,No,S9032
3424-NMNBO,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S9033
9885-MFVSU,No phone service,DSL,Yes,No,No,Yes,Yes,No,S9034
4514-GFCFI,Yes,Fiber optic,No,No,No,No,Yes,No,S9035
0607-MVMGC,Yes,DSL,No,Yes,Yes,No,Yes,Yes,S9036
3365-SAIGS,No,Fiber optic,No,Yes,No,No,Yes,No,S9037
9828-AOQLM,No,DSL,No,No,No,No,No,No,S9038
8022-BECSI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9039
8000-REIQB,No,Fiber optic,No,No,No,No,No,No,S9040
9993-LHIEB,No,DSL,Yes,No,Yes,Yes,No,Yes,S9041
0266-CLZKZ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S9042
7615-ESMYF,No phone service,DSL,No,No,No,No,Yes,Yes,S9043
3858-VOBET,Yes,Fiber optic,No,No,No,No,No,No,S9044
7020-OZKXZ,No,Fiber optic,No,No,Yes,No,No,No,S9045
3977-QCRSL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9046
0017-DINOC,No phone service,DSL,Yes,No,No,Yes,Yes,No,S9047
1447-PJGGA,No,Fiber optic,No,No,Yes,No,Yes,Yes,S9048
8565-CLBZW,Yes,Fiber optic,No,No,Yes,No,Yes,No,S9049
9139-WQQDY,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S9050
0224-HJAPT,Yes,DSL,No,No,No,No,No,No,S9051
8086-OVPWV,No,Fiber optic,No,No,No,No,No,Yes,S9052
9430-FRQOC,Yes,Fiber optic,No,No,Yes,Yes,No,No,S9053
7639-OPLNG,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,S9054
