customerID,ContractType,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,BillingID
4423-YLHDV,Month-to-month,Yes,104.4,2200.25,Yes,B8747
8158-WPEZG,Month-to-month,Yes,35.65,425.1,No,B8748
0107-YHINA,Month-to-month,Yes,99.75,99.75,Yes,B8749
4918-FYJNT,Month-to-month,No,90.45,5044.8,No,B8750
0727-BNRLG,Two year,Yes,97.65,6743.55,No,B8751
4854-CIDCF,Month-to-month,No,73.85,196.4,No,B8752
8640-SDGKB,Month-to-month,Yes,74.4,299.7,Yes,B8753
3280-MRDOF,Two year,Yes,69.1,2093.9,No,B8754
6435-SRWBJ,Month-to-month,Yes,82.75,417.75,No,B8755
9964-WBQDJ,Two year,Yes,24.4,1725.4,No,B8756
6303-KFWSL,One year,Yes,55.25,1620.2,No,B8757
1702-CCFNJ,Month-to-month,No,61.35,3169.55,No,B8758
8932-CZHRQ,One year,No,76.75,5233.25,No,B8759
0386-CWRGM,Two year,No,19.4,967.85,No,B8760
5515-RUGKN,Month-to-month,Yes,54.75,438.05,No,B8761
0404-AHASP,Two year,No,19.7,1421.9,No,B8762
7279-NMVJC,One year,No,19.9,323.15,No,B8763
2081-VEYEH,Month-to-month,Yes,107.95,318.6,No,B8764
6407-UTSLV,Month-to-month,Yes,83.8,163.7,No,B8765
4116-TZAQJ,Month-to-month,Yes,74.25,639.65,Yes,B8766
9060-HJJRW,One year,Yes,56.4,2928.5,No,B8767
2587-YNLES,Two year,No,20.1,100.35,No,B8768
7398-SKNQZ,Month-to-month,No,94.9,273.2,No,B8769
5935-FCCNB,Month-to-month,Yes,94.2,1608.15,No,B8770
1958-RNRKS,Month-to-month,No,49.9,1441.95,No,B8771
5136-RGMZO,Month-to-month,Yes,71.05,2168.15,No,B8772
8345-MVDYC,Two year,No,81.65,3618.7,No,B8773
8226-BXGES,One year,No,89.45,5692.65,No,B8774
3877-JRJIP,Month-to-month,Yes,59.85,59.85,Yes,B8775
8375-DKEBR,Month-to-month,Yes,69.6,69.6,Yes,B8776
9705-IOVQQ,One year,No,99.0,5969.3,No,B8777
1015-OWJKI,Month-to-month,No,19.05,19.05,No,B8778
7511-YMXVQ,Month-to-month,Yes,45.4,418.8,Yes,B8779
2040-XBAVJ,Two year,No,114.45,8100.55,No,B8780
7551-JOHTI,Month-to-month,No,19.5,19.5,Yes,B8781
8887-IPQNC,Month-to-month,Yes,44.25,313.45,No,B8782
8646-JCOMS,One year,Yes,90.55,6130.95,No,B8783
9804-ICWBG,Month-to-month,Yes,69.9,69.9,Yes,B8784
1222-KJNZD,Month-to-month,Yes,20.4,745.3,No,B8785
0106-GHRQR,Month-to-month,Yes,71.4,1212.1,No,B8786
5318-IXUZF,Month-to-month,Yes,87.15,183.75,Yes,B8787
3768-VHXQO,Two year,No,24.85,1583.5,No,B8788
8952-WCVCD,One year,Yes,104.45,4162.05,No,B8789
2418-TPEUN,Two year,Yes,19.8,1119.9,No,B8790
3963-RYFNS,Two year,Yes,116.45,8013.55,No,B8791
3198-VELRD,Month-to-month,Yes,84.75,264.85,Yes,B8792
8540-ZQGEA,Two year,No,20.05,1102.4,No,B8793
1320-REHCS,Month-to-month,Yes,110.75,5832,No,B8794
4137-JOPHL,Two year,Yes,89.7,4304.5,No,B8795
9436-ZBZCT,Month-to-month,Yes,89.95,1178.4,Yes,B8796
7801-CEDNV,One year,No,48.7,1421.75,No,B8797
2057-BOYKM,Two year,Yes,96.6,6827.5,No,B8798
3658-QQJYD,One year,Yes,74.3,4698.05,No,B8799
1803-BGNBD,Month-to-month,Yes,54.3,654.5,No,B8800
0134-XWXCE,One year,No,74.85,3268.05,No,B8801
6950-TWMYB,Two year,Yes,79.95,4362.05,No,B8802
5848-FHRFC,Two year,No,20.05,1386.9,No,B8803
2243-FNMMI,Month-to-month,No,19.4,415.4,No,B8804
2511-MORQY,One year,No,54.9,2614.1,No,B8805
5356-KZCKT,Two year,Yes,24.45,1513.6,No,B8806
9470-XCCEM,Month-to-month,Yes,89.65,3161.6,No,B8807
6519-CFDBX,Month-to-month,Yes,45.4,80.95,No,B8808
3902-MIVLE,Two year,No,75.7,4676.7,No,B8809
0409-WTMPL,One year,Yes,110.65,6526.65,No,B8810
8763-KIAFH,One year,Yes,20.55,583.3,No,B8811
3669-WHAFY,Two year,Yes,115.15,8078.1,No,B8812
3055-VTCGS,One year,No,58.55,3503.5,No,B8813
3144-KMTWZ,Month-to-month,Yes,93.25,6669.45,No,B8814
7279-BUYWN,Month-to-month,Yes,113.2,4689.5,Yes,B8815
7156-MHUGY,Month-to-month,Yes,90.5,1201.15,Yes,B8816
7198-GLXTC,Month-to-month,No,79.0,143.65,Yes,B8817
2007-QVGAW,Two year,Yes,19.35,1292.65,No,B8818
5207-PLSTK,Month-to-month,Yes,48.75,48.75,No,B8819
2307-FYNNL,Two year,Yes,109.05,7108.2,No,B8820
5605-XNWEN,Two year,Yes,25.0,1802.55,No,B8821
2155-AMQRX,Month-to-month,Yes,54.9,1505.15,No,B8822
6181-AXXYF,Two year,No,24.75,1859.1,No,B8823
5091-HFAZW,Month-to-month,Yes,91.15,168.5,No,B8824
0516-VRYBW,One year,No,20.15,390.85,Yes,B8825
2519-LBNQL,One year,Yes,104.35,6339.45,No,B8826
8623-ULFNQ,Month-to-month,Yes,66.05,1652.4,No,B8827
8380-PEFPE,Month-to-month,Yes,71.65,71.65,Yes,B8828
5687-DKDTV,Month-to-month,No,20.35,77.5,Yes,B8829
1568-LJSZU,Two year,Yes,92.2,6392.85,No,B8830
7530-HDYDS,Month-to-month,Yes,84.25,3264.5,Yes,B8831
7789-HKSBS,One year,Yes,105.2,4599.15,No,B8832
7416-CKTEP,Two year,Yes,19.6,1134.25,No,B8833
2586-CWXVV,Month-to-month,No,30.4,1621.35,No,B8834
3096-IZETN,Month-to-month,No,78.1,947.3,Yes,B8835
2348-KCJLT,One year,Yes,61.5,2722.2,No,B8836
8401-EMUWF,Month-to-month,Yes,69.4,3058.3,No,B8837
4193-IBKSW,Two year,No,24.75,1769.6,No,B8838
5377-NDTOU,Two year,No,91.05,6293.75,No,B8839
5922-ABDVO,Month-to-month,No,89.65,1761.05,Yes,B8840
2474-LCNUE,Month-to-month,Yes,73.65,1642.75,No,B8841
0839-QNXME,Two year,No,19.4,578.5,No,B8842
3506-OVLKD,One year,No,26.2,954.9,No,B8843
9172-ANCRX,Month-to-month,Yes,98.7,973.25,Yes,B8844
6650-VJONK,Month-to-month,Yes,43.85,43.85,No,B8845
2178-PMGCJ,Month-to-month,Yes,69.7,1490.4,No,B8846
7492-TAFJD,Two year,No,38.55,280,No,B8847
2773-MADBQ,Two year,Yes,53.1,1901.25,No,B8848
6016-LVTJQ,Month-to-month,No,20.65,716.4,No,B8849
7860-KSUGX,Two year,No,64.45,4720,No,B8850
8966-KZXXA,Two year,No,25.1,930.95,No,B8851
6910-HADCM,Month-to-month,No,76.35,76.35,Yes,B8852
4816-LXZYW,Month-to-month,Yes,79.15,1676.95,Yes,B8853
9606-PBKBQ,Month-to-month,Yes,85.0,2642.05,Yes,B8854
5149-QYTTU,One year,Yes,95.15,6770.85,No,B8855
2070-XYMFH,Month-to-month,Yes,79.35,1835.3,No,B8856
2085-BOJKI,One year,Yes,96.65,1588.25,No,B8857
0817-HSUSE,Month-to-month,Yes,75.5,75.5,No,B8858
5442-PPTJY,Two year,No,19.7,258.35,No,B8859
1927-QEWMY,Two year,No,20.5,1502.25,No,B8860
1663-MHLHE,Month-to-month,No,19.2,19.2,No,B8861
5663-QBGIS,Two year,No,98.35,6929.4,No,B8862
4450-MDZFX,Month-to-month,No,74.35,4453.3,No,B8863
6701-DHKWQ,Two year,No,51.35,3244.4,No,B8864
7554-AKDQF,Month-to-month,No,45.65,323.45,No,B8865
3536-IQCTX,Month-to-month,No,85.3,2661.1,Yes,B8866
4911-BANWH,Month-to-month,Yes,86.55,2697.4,Yes,B8867
8496-EJAUI,Month-to-month,Yes,73.85,1424.5,Yes,B8868
0794-YVSGE,Two year,No,20.3,1401.15,No,B8869
5423-BHIXO,Month-to-month,Yes,54.2,1739.6,No,B8870
6908-VVYHM,Month-to-month,Yes,90.65,5931,No,B8871
2959-EEXWB,Month-to-month,Yes,50.9,2333.85,No,B8872
1839-UMACK,One year,No,25.05,949.85,No,B8873
3030-YDNRM,Month-to-month,Yes,74.85,572.45,No,B8874
7321-KKSDU,Two year,No,20.5,696.8,No,B8875
3402-XRIUO,Month-to-month,Yes,63.55,1381.8,No,B8876
3132-TVFDZ,Month-to-month,Yes,44.85,2572.95,Yes,B8877
8286-AFUYI,Month-to-month,No,47.95,47.95,No,B8878
8080-DDEMJ,Month-to-month,No,45.1,45.1,Yes,B8879
8356-WUAOJ,Month-to-month,Yes,45.0,45,No,B8880
6365-MTGZX,Month-to-month,Yes,96.0,2122.45,Yes,B8881
1349-WXNGG,Month-to-month,No,20.05,20.05,Yes,B8882
8058-DMYRU,Month-to-month,Yes,90.05,4931.8,No,B8883
9350-ZXYJC,Two year,Yes,25.3,116.95,No,B8884
6990-YNRIO,Two year,No,108.65,6937.95,Yes,B8885
8958-JPTRR,One year,No,24.3,1261.7,No,B8886
6959-GQEGV,Month-to-month,Yes,75.95,3273.8,No,B8887
3173-WSSUE,Two year,No,19.7,1415.85,No,B8888
1265-HVPZB,One year,No,66.4,3958.2,No,B8889
4115-UMJFQ,One year,Yes,35.75,2492.25,No,B8890
7369-TRPFD,One year,No,18.8,279.2,No,B8891
1098-KFQEC,Two year,No,19.4,1083,No,B8892
7190-XHTWJ,One year,No,19.3,755.5,No,B8893
0621-TWIEM,Month-to-month,Yes,45.55,402.6,Yes,B8894
3537-RYBHH,Month-to-month,Yes,67.45,3252,No,B8895
2485-ITVKB,Month-to-month,Yes,35.1,68.75,Yes,B8896
3669-OYSJI,Month-to-month,No,46.2,46.2,Yes,B8897
1612-EOHDH,Month-to-month,No,45.15,45.15,Yes,B8898
6702-OHFWR,Month-to-month,Yes,43.3,43.3,Yes,B8899
5296-BFCYD,Two year,Yes,20.1,936.85,No,B8900
4510-PYUSH,Month-to-month,Yes,57.15,2250.65,Yes,B8901
9359-JANWS,Two year,No,58.9,3857.1,No,B8902
7517-SAWMO,Month-to-month,Yes,73.2,1441.1,Yes,B8903
4143-HHPMK,Month-to-month,Yes,85.35,4338.6,Yes,B8904
3279-DYZQM,Two year,No,19.45,1378.45,No,B8905
7054-LGEQW,Month-to-month,No,45.95,45.95,Yes,B8906
0523-VNGTF,Month-to-month,Yes,50.5,2566.3,No,B8907
9575-IWCAZ,One year,No,25.1,171,No,B8908
7105-MXJLL,One year,No,60.7,1597.4,No,B8909
7064-FRRSW,One year,Yes,99.0,4744.35,No,B8910
7940-UQQUG,One year,Yes,104.4,6721.6,No,B8911
0923-PNFUB,Month-to-month,No,83.75,247.25,Yes,B8912
3961-SXAXY,Month-to-month,Yes,44.05,44.05,No,B8913
7010-BRBUU,Two year,No,24.1,1734.65,No,B8914
3566-HJGPK,Month-to-month,Yes,45.55,45.55,No,B8915
3062-ICYZQ,Month-to-month,Yes,93.8,4539.35,No,B8916
9938-PRCVK,Two year,No,19.7,804.25,No,B8917
0973-KYVNF,Two year,Yes,70.65,5011.15,No,B8918
5129-HHMZC,Two year,No,86.45,3574.5,No,B8919
9637-CDTKZ,Two year,Yes,114.1,8086.4,No,B8920
3946-JEWRQ,One year,Yes,95.2,4563,No,B8921
7873-CVMAW,Two year,No,88.55,6362.35,No,B8922
0463-WZZKO,Month-to-month,Yes,20.75,67.1,No,B8923
3494-JCHRQ,Month-to-month,Yes,70.05,70.05,Yes,B8924
6474-FVJLC,Month-to-month,Yes,86.0,165.45,Yes,B8925
4524-QCSSM,Month-to-month,Yes,44.65,1156.55,No,B8926
5832-EXGTT,Month-to-month,Yes,60.2,1834.15,No,B8927
8840-DQLGN,Month-to-month,Yes,100.5,3653.35,Yes,B8928
2039-JONDJ,One year,No,55.45,1477.65,No,B8929
7217-JYHOQ,Month-to-month,Yes,70.3,1706.45,No,B8930
6695-FRVEC,Two year,Yes,60.4,3953.7,No,B8931
4547-LYTDD,Month-to-month,No,72.65,1194.3,Yes,B8932
9894-QMIMJ,One year,No,55.8,1327.85,No,B8933
8069-YQQAJ,Month-to-month,Yes,31.1,419.7,No,B8934
6770-XUAGN,Month-to-month,Yes,21.0,21,Yes,B8935
4193-ORFCL,Month-to-month,No,45.1,45.1,Yes,B8936
1636-NTNCO,Month-to-month,Yes,50.95,207.35,No,B8937
3466-WAESX,Month-to-month,Yes,69.1,1083.7,No,B8938
9281-PKKZE,Month-to-month,Yes,43.95,2007.85,No,B8939
3638-VBZTA,Two year,Yes,86.5,5882.75,No,B8940
7459-IMVYU,Month-to-month,No,69.95,2657.55,No,B8941
7776-QWNFX,Month-to-month,Yes,50.4,1527.5,Yes,B8942
6689-TCZHQ,Month-to-month,No,78.95,378.4,Yes,B8943
8563-OYMQY,Month-to-month,Yes,90.95,1612.2,No,B8944
0754-EEBDC,Two year,No,19.9,76.65,No,B8945
5777-ZPQNC,One year,No,20.15,260.7,No,B8946
1951-IEYXM,Two year,Yes,90.6,6441.85,No,B8947
3318-NMQXL,Month-to-month,Yes,92.0,266.8,No,B8948
3143-ILDAL,Month-to-month,Yes,94.45,5124.6,Yes,B8949
1022-RKXDR,One year,Yes,24.85,962.25,No,B8950
2361-FJWNO,One year,No,36.0,1382.9,No,B8951
2272-UOINI,Month-to-month,Yes,78.5,571.05,No,B8952
8232-UTFOZ,Two year,No,19.95,1399.35,No,B8953
3750-YHRYO,One year,No,20.65,150,No,B8954
6637-KYRCV,Month-to-month,Yes,30.5,167.2,No,B8955
5668-MEISB,Two year,No,106.1,7657.4,No,B8956
0129-QMPDR,One year,Yes,20.5,865.05,No,B8957
7188-CBBBA,One year,Yes,95.5,6153.85,No,B8958
5356-CSVSQ,Month-to-month,No,64.6,174.2,No,B8959
3221-CJMSG,Month-to-month,Yes,51.1,1269.6,No,B8960
4720-VSTSI,Month-to-month,Yes,84.8,3862.55,Yes,B8961
3219-JQRSL,Two year,No,89.1,6352.4,No,B8962
2801-NISEI,Month-to-month,No,54.95,1348.5,No,B8963
3946-MHCZW,Month-to-month,No,50.9,50.9,Yes,B8964
4623-ZKHLY,Month-to-month,Yes,20.45,471.55,No,B8965
6732-VAILE,Two year,Yes,85.95,5931.75,No,B8966
8201-AAXCB,Month-to-month,No,60.35,1404.65,No,B8967
7696-CFTAT,Two year,No,19.8,726.1,No,B8968
1845-CSBRZ,Month-to-month,No,85.35,1961.6,No,B8969
2123-VSCOT,Two year,Yes,72.1,4194.85,No,B8970
6651-AZVTJ,Month-to-month,Yes,99.8,4872.45,Yes,B8971
4566-GOLUK,Month-to-month,Yes,107.35,5118.95,Yes,B8972
2484-DGXPZ,Month-to-month,Yes,19.55,658.95,Yes,B8973
2018-QKYGT,Month-to-month,Yes,81.05,81.05,No,B8974
2792-VPPET,Month-to-month,Yes,20.5,76.95,No,B8975
7409-JURKQ,One year,Yes,111.8,5809.75,No,B8976
3247-MHJKM,Month-to-month,No,20.2,20.2,No,B8977
1964-SVLEA,One year,Yes,19.7,415.9,No,B8978
4587-NUKOX,Month-to-month,Yes,79.1,246.5,Yes,B8979
7297-DVYGA,One year,Yes,19.85,996.95,No,B8980
2239-CGBUZ,One year,Yes,60.5,3145.15,No,B8981
0854-UYHZD,Two year,No,19.55,265.3,No,B8982
7243-LCGGZ,Month-to-month,No,20.9,20.9,No,B8983
8267-KFGYD,Month-to-month,Yes,21.05,21.05,No,B8984
4890-VMUAV,One year,No,71.5,4576.3,No,B8985
9261-WDCAF,Month-to-month,No,54.65,189.1,No,B8986
3764-MNMOI,Two year,No,19.2,908.15,No,B8987
7442-YGZFK,Month-to-month,Yes,49.8,49.8,No,B8988
0420-BWTPW,Month-to-month,No,25.5,215.2,Yes,B8989
8229-BUJHX,Two year,No,20.5,1500.95,No,B8990
7449-HVPIV,Month-to-month,Yes,90.4,5099.15,No,B8991
5504-WSIUR,One year,Yes,90.25,6385.95,No,B8992
8183-ONMXC,Month-to-month,No,80.75,159.45,Yes,B8993
8466-PZBLH,Two year,No,104.6,6885.75,No,B8994
9614-RMGHA,Month-to-month,Yes,91.85,5940.85,Yes,B8995
8735-IJJEG,Month-to-month,No,50.2,668.85,No,B8996
0564-MUUQK,Month-to-month,Yes,95.5,1916.2,No,B8997
5054-IEXZT,Month-to-month,Yes,75.35,75.35,Yes,B8998
5834-ASPWA,Month-to-month,Yes,75.45,75.45,Yes,B8999
0701-RFGFI,Month-to-month,Yes,95.4,4613.95,No,B9000
0019-EFAEP,Two year,Yes,101.3,7261.25,No,B9001
5619-PTMIK,Month-to-month,No,53.1,2459.8,No,B9002
3737-XBQDD,Month-to-month,Yes,84.85,2048.8,No,B9003
5882-CMAZQ,Month-to-month,No,34.25,163.55,No,B9004
5846-QFDFI,Month-to-month,No,88.6,2888.7,No,B9005
4445-KWOKW,One year,Yes,60.15,2421.6,No,B9006
3511-APPBJ,One year,Yes,99.95,2292.75,No,B9007
7967-HYCDE,Month-to-month,No,70.7,553.4,No,B9008
2430-RRYUW,One year,Yes,54.8,3465.7,No,B9009
3948-XHGNA,Month-to-month,Yes,49.55,1210.4,Yes,B9010
3723-BFBGR,Month-to-month,No,54.8,1291.3,No,B9011
0565-IYCGT,One year,Yes,78.6,5356.45,Yes,B9012
5447-WZAFP,One year,Yes,100.3,5200.8,No,B9013
5110-CHOPY,Two year,No,53.6,3237.05,No,B9014
5445-UTODQ,Month-to-month,Yes,81.1,576.65,Yes,B9015
4425-OWHWB,One year,Yes,19.35,433.75,No,B9016
7892-QVYKW,Month-to-month,No,85.6,1868.4,No,B9017
9675-ICXCT,Two year,Yes,80.8,5728.55,No,B9018
1024-VRZHF,Month-to-month,Yes,74.95,825.7,Yes,B9019
4703-MQYKT,Two year,No,19.6,390.4,No,B9020
9497-QCMMS,Month-to-month,Yes,93.55,93.55,Yes,B9021
5692-ICXLW,Month-to-month,Yes,90.7,2845.15,No,B9022
0602-DDUML,Two year,No,69.75,3894.4,No,B9023
2208-MPXIO,Two year,Yes,20.0,886.4,No,B9024
1960-UYCNN,Month-to-month,Yes,95.25,1021.55,No,B9025
0348-SDKOL,Month-to-month,Yes,102.1,5885.4,Yes,B9026
3190-FZATL,Month-to-month,No,19.95,268.4,No,B9027
7336-RLLRH,One year,No,80.85,2204.35,No,B9028
4373-MAVJG,Month-to-month,Yes,90.9,1259,Yes,B9029
8901-HJXTF,Month-to-month,No,29.2,309.1,Yes,B9030
7710-JSYOA,Two year,Yes,93.3,6398.05,No,B9031
5419-KLXBN,Month-to-month,Yes,89.15,2257.75,Yes,B9032
3424-NMNBO,One year,Yes,108.85,6287.25,Yes,B9033
9885-MFVSU,Two year,Yes,46.35,1662.05,No,B9034
4514-GFCFI,Month-to-month,Yes,84.75,1350.15,Yes,B9035
0607-MVMGC,One year,No,78.75,3600.65,No,B9036
3365-SAIGS,Month-to-month,Yes,83.55,1329.15,No,B9037
9828-AOQLM,Month-to-month,Yes,45.7,45.7,Yes,B9038
8022-BECSI,One year,No,19.6,422.5,No,B9039
8000-REIQB,Month-to-month,Yes,69.95,69.95,Yes,B9040
9993-LHIEB,Two year,No,67.85,4627.65,No,B9041
0266-CLZKZ,Two year,Yes,105.65,6717.9,No,B9042
7615-ESMYF,Month-to-month,No,44.6,97.1,Yes,B9043
3858-VOBET,Month-to-month,Yes,74.95,1710.45,Yes,B9044
7020-OZKXZ,Month-to-month,No,75.5,637.4,No,B9045
3977-QCRSL,Month-to-month,No,20.15,117.95,No,B9046
0017-DINOC,Two year,No,45.2,2460.55,No,B9047
1447-PJGGA,Two year,Yes,95.25,5464.65,Yes,B9048
8565-CLBZW,Month-to-month,Yes,89.85,2165.05,Yes,B9049
9139-WQQDY,One year,No,100.45,4941.8,Yes,B9050
0224-HJAPT,Month-to-month,No,47.15,223.15,Yes,B9051
8086-OVPWV,Month-to-month,Yes,80.2,181.1,Yes,B9052
9430-FRQOC,Month-to-month,Yes,87.1,341.45,Yes,B9053
7639-OPLNG,Two year,Yes,79.25,5731.85,No,B9054
3074-GQWYX,Month-to-month,Yes,75.9,357.75,Yes,B9055
1492-QGCLU,Month-to-month,No,85.7,4616.1,No,B9056
6845-RGTYS,Month-to-month,Yes,98.75,4533.7,Yes,B9057
7328-OWMOM,One year,No,20.1,589.25,No,B9058
4418-LZMSV,Month-to-month,No,61.8,750.1,No,B9059
5155-AZQPB,Month-to-month,No,49.9,1410.25,No,B9060
8861-HGGKB,Month-to-month,No,86.45,830.85,Yes,B9061
1087-GRUYI,Two year,No,20.4,743.5,No,B9062
7065-YUNRY,Month-to-month,Yes,45.3,45.3,Yes,B9063
7694-VLBWQ,One year,No,104.1,7040.85,Yes,B9064
2546-KZAAT,One year,Yes,75.4,3865.45,No,B9065
0181-RITDD,Two year,No,108.15,6825.65,No,B9066
5989-PGKJB,Month-to-month,Yes,86.25,1340.1,No,B9067
4795-KTRTH,Month-to-month,Yes,81.0,371.65,Yes,B9068
8272-ONJLV,One year,No,95.7,1184,No,B9069
1488-PBLJN,Two year,Yes,116.85,8477.7,No,B9070
0308-GIQJT,One year,No,105.75,7382.85,No,B9071
3778-FOAQW,One year,No,20.15,456.85,No,B9072
4452-ROHMO,Two year,No,19.6,331.6,No,B9073
6481-OGDOO,One year,Yes,90.6,6056.15,Yes,B9074
3090-LETTY,Month-to-month,No,60.95,134.6,No,B9075
5349-AZPEW,Month-to-month,No,25.05,125.5,No,B9076
3753-TSEMP,Month-to-month,No,88.15,1390.6,Yes,B9077
8305-VHZBZ,Month-to-month,Yes,20.2,20.2,Yes,B9078
9720-JJJOR,One year,Yes,60.3,2511.3,No,B9079
8100-HZZLJ,Month-to-month,Yes,63.95,2737.05,No,B9080
8775-ERLNB,Month-to-month,No,74.3,74.3,No,B9081
8309-IEYJD,Month-to-month,Yes,70.6,70.6,No,B9082
9172-JITSM,Month-to-month,Yes,90.8,2361.8,Yes,B9083
6298-QDFNH,Month-to-month,Yes,79.35,1730.35,Yes,B9084
7398-HPYZQ,Two year,No,90.55,6404,No,B9085
3546-GHEAE,Two year,No,19.45,165.35,No,B9086
7361-YPXFS,Month-to-month,No,64.45,1867.6,No,B9087
6557-BZXLQ,Month-to-month,No,69.65,1043.3,No,B9088
2550-QHZGP,One year,No,19.5,128.6,No,B9089
7519-JTWQH,Two year,Yes,110.5,7455.45,No,B9090
2538-OIMXF,Month-to-month,No,24.7,24.7,No,B9091
8543-MSDMF,Month-to-month,Yes,77.4,206.15,No,B9092
9961-JBNMK,Month-to-month,Yes,96.8,2030.3,Yes,B9093
1170-SASML,Month-to-month,Yes,85.4,5869.4,No,B9094
4872-JCVCA,Two year,Yes,47.6,3377.8,No,B9095
5346-BZCHP,Two year,No,19.4,1346.2,No,B9096
2038-LLMLM,Month-to-month,Yes,103.85,4946.05,No,B9097
6173-ITPWD,Month-to-month,Yes,83.35,4065,Yes,B9098
9734-UYXQI,Month-to-month,Yes,49.4,106.55,Yes,B9099
1216-BGTSP,Month-to-month,Yes,108.45,4964.7,No,B9100
4138-NAXED,Month-to-month,No,81.0,4085.75,No,B9101
2189-UXTKY,Month-to-month,Yes,79.2,1742.75,Yes,B9102
0744-BIKKF,Two year,No,86.65,6224.8,No,B9103
7483-IQWIB,Month-to-month,Yes,92.95,3415.25,No,B9104
5248-KWLAR,Two year,No,90.35,6325.25,No,B9105
4958-GZWIY,Month-to-month,No,48.7,340.25,Yes,B9106
7996-MHXLW,Two year,Yes,25.15,1683.6,No,B9107
7833-PKIHD,One year,Yes,76.4,3966.3,No,B9108
7061-OVMIM,One year,No,19.55,608.5,No,B9109
5153-RTHKF,Month-to-month,No,85.35,2896.6,No,B9110
1852-QSWCD,Two year,Yes,24.8,1514.85,No,B9111
4832-VRBMR,One year,Yes,103.15,6792.45,No,B9112
9079-LWTFD,Month-to-month,No,100.75,4669.2,No,B9113
6356-ELRKD,Month-to-month,Yes,95.6,95.6,Yes,B9114
8624-GIOUT,Month-to-month,Yes,59.75,2934.3,Yes,B9115
3392-EHMNK,Two year,No,94.1,6302.8,No,B9116
5986-WWXDV,One year,No,19.35,779.2,No,B9117
3061-BCKYI,Month-to-month,No,19.9,283.75,No,B9118
6179-GJPSO,Month-to-month,Yes,108.15,4600.7,Yes,B9119
7901-TBKJX,Month-to-month,Yes,101.05,5594,No,B9120
7228-PAQPD,One year,No,59.1,772.85,No,B9121
3177-LASXD,Month-to-month,No,71.35,71.35,Yes,B9122
7746-QYVCO,One year,Yes,55.85,857.8,No,B9123
5804-HYIEZ,Month-to-month,Yes,106.05,7554.05,No,B9124
9919-FZDED,Two year,Yes,84.1,5981.65,No,B9125
5934-TSSAU,Month-to-month,Yes,75.3,1702.9,No,B9126
3486-KHMLI,Month-to-month,No,24.7,467.15,No,B9127
4897-QSUYC,Month-to-month,Yes,20.15,20.15,Yes,B9128
1084-UQCHV,Month-to-month,No,69.75,69.75,Yes,B9129
8290-YWKHZ,Month-to-month,Yes,93.2,2931,Yes,B9130
2955-BJZHG,Month-to-month,No,80.85,1400.85,Yes,B9131
3806-DXQOM,Month-to-month,Yes,33.65,137.85,Yes,B9132
6784-XYJAE,One year,No,55.8,1941.5,No,B9133
3933-DQPWX,Two year,No,39.7,1932.75,No,B9134
6661-EIPZC,Month-to-month,Yes,29.5,1423.05,No,B9135
8957-THMOA,Two year,No,20.15,970.85,No,B9136
2251-PYLPB,Two year,No,79.55,5810.9,No,B9137
5555-RNPGT,Month-to-month,No,24.8,223.9,No,B9138
1057-FOGLZ,Month-to-month,No,19.65,391.7,No,B9139
9300-RENDD,Month-to-month,Yes,79.95,79.95,Yes,B9140
0761-AETCS,Month-to-month,No,19.3,19.3,Yes,B9141
8087-LGYHQ,Month-to-month,Yes,94.05,811.65,No,B9142
4137-BTIKL,Month-to-month,No,90.75,174.75,No,B9143
2190-BCXEC,Month-to-month,Yes,78.85,3126.85,No,B9144
6227-FBDXH,One year,No,99.5,6841.45,No,B9145
2153-MREFK,One year,Yes,99.2,3754.6,Yes,B9146
2911-WDXMV,Month-to-month,Yes,80.55,1406.65,No,B9147
7206-PQBBZ,Month-to-month,Yes,70.2,834.7,No,B9148
3106-ULWFW,Month-to-month,Yes,85.2,627.4,Yes,B9149
0925-VYDLG,Month-to-month,No,75.25,242,Yes,B9150
4547-FZJWE,One year,No,59.45,3157,No,B9151
7422-WNBTY,Month-to-month,Yes,93.35,3092,No,B9152
0842-IWYCP,Month-to-month,No,44.95,2168.9,No,B9153
3521-HTQTV,Two year,No,26.1,980.35,No,B9154
3744-ZBHON,Month-to-month,No,20.2,65.95,No,B9155
3373-DIUUN,Two year,No,21.25,711.9,No,B9156
8383-SGHJU,One year,No,59.4,1952.8,No,B9157
7607-QKKTJ,One year,Yes,95.0,4368.85,No,B9158
7707-PYBBH,Month-to-month,Yes,61.9,2647.1,No,B9159
8984-HPEMB,Two year,Yes,118.65,8477.6,No,B9160
4349-GFQHK,Month-to-month,No,54.35,54.35,Yes,B9161
4139-DETXS,Two year,No,64.45,4528,No,B9162
9779-DPNEJ,Month-to-month,Yes,80.15,1790.65,No,B9163
9805-FILKB,One year,Yes,20.2,845.6,No,B9164
5793-YOLJN,Two year,No,21.0,1210.3,No,B9165
0673-IGUQO,Month-to-month,No,20.45,20.45,No,B9166
4123-FCVCB,One year,Yes,75.85,854.45,No,B9167
8819-IMISP,Month-to-month,Yes,80.45,2429.1,No,B9168
7802-EFKNY,Month-to-month,Yes,24.95,100.4,Yes,B9169
8311-UEUAB,Two year,Yes,75.5,5229.45,No,B9170
5858-EAFCZ,Month-to-month,No,44.45,44.45,No,B9171
8035-BUYVG,One year,Yes,42.35,1716.45,Yes,B9172
